Energy_MeV,LET_keV_um,CSDA_um,longitudinal_straggling_um,lateral_straggling_um,particle,material,Energy_MeV_u
0.11,138.5,0.5144,0.1078,0.0952,16O,water,0.00688
0.12,144.1,0.5616,0.1142,0.1024,16O,water,0.0075
0.13,149.5,0.6084,0.1203,0.1095,16O,water,0.00813
0.14,154.9,0.6546,0.126,0.1163,16O,water,0.00875
0.15,160.2,0.7002,0.1314,0.1229,16O,water,0.00938
0.16,165.5,0.7452,0.1365,0.1292,16O,water,0.01
0.17,170.7,0.7896,0.1413,0.1354,16O,water,0.01063
0.18,175.8,0.8334,0.1459,0.1413,16O,water,0.01125
0.2,185.8,0.919,0.1545,0.1526,16O,water,0.0125
0.225,197.9,1.02,0.1643,0.1657,16O,water,0.01406
0.25,209.7,1.12,0.173,0.1778,16O,water,0.01563
0.275,221.2,1.22,0.1807,0.1889,16O,water,0.01719
0.3,232.5,1.31,0.1877,0.1993,16O,water,0.01875
0.325,243.5,1.4,0.1939,0.2089,16O,water,0.02031
0.35,254.3,1.49,0.1996,0.2178,16O,water,0.02188
0.375,264.9,1.57,0.2048,0.2261,16O,water,0.02344
0.4,275.3,1.66,0.2096,0.2339,16O,water,0.025
0.45,295.8,1.81,0.2185,0.2481,16O,water,0.02813
0.5,315.9,1.96,0.2262,0.2607,16O,water,0.03125
0.55,335.6,2.1,0.2328,0.2719,16O,water,0.03438
0.6,355.0,2.24,0.2385,0.282,16O,water,0.0375
0.65,374.1,2.37,0.2436,0.2912,16O,water,0.04063
0.7,393.1,2.49,0.248,0.2995,16O,water,0.04375
0.8,430.5,2.72,0.2566,0.3139,16O,water,0.05
0.9,467.3,2.93,0.2636,0.3262,16O,water,0.05625
1.0,503.6,3.13,0.2693,0.3367,16O,water,0.0625
1.1,539.3,3.32,0.2742,0.3457,16O,water,0.06875
1.2,574.4,3.49,0.2783,0.3537,16O,water,0.075
1.3,608.9,3.66,0.2819,0.3607,16O,water,0.08125
1.4,642.6,3.81,0.285,0.367,16O,water,0.0875
1.5,675.5,3.96,0.2878,0.3726,16O,water,0.09375
1.6,707.5,4.1,0.2902,0.3776,16O,water,0.1
1.7,738.5,4.24,0.2924,0.3822,16O,water,0.10625
1.8,768.6,4.37,0.2944,0.3864,16O,water,0.1125
2.0,825.4,4.61,0.2988,0.3938,16O,water,0.125
2.25,890.0,4.9,0.304,0.4015,16O,water,0.14063
2.5,947.3,5.17,0.3084,0.4081,16O,water,0.15626
2.75,997.5,5.43,0.3121,0.4137,16O,water,0.17188
3.0,1041.0,5.67,0.3154,0.4187,16O,water,0.18751
3.25,1079.0,5.9,0.3184,0.4231,16O,water,0.20313
3.5,1111.0,6.13,0.3211,0.4271,16O,water,0.21876
3.75,1138.0,6.35,0.3237,0.4308,16O,water,0.23438
4.0,1161.0,6.57,0.326,0.4341,16O,water,0.25001
